,职位名称,薪资范围,地点,工作经验,学历要求,岗位标签,公司名称,公司类型,公司规模,省份,城市
5128,数据分析师,8千-1.6万,苏州-吴中区,不限,本科,"['营销策略', '数据分析师', '城市策略']",贝壳找房科技有限公司,上市公司 ,10000人以上 ,江苏,苏州
5129,数据专员,6千-8千,苏州-昆山市,1-3年,大专,"['数据分析', '销售业务数据']",苏州大骐数据信息科技有限公司,民营 ,500-999人 ,江苏,苏州
5130,产品数据员（双休、不加班）,7千-1.1万,苏州-虎丘区,不限,大专,"['excel', 'Python']",深圳市咏睿科技有限公司,民营 ,100-299人 ,江苏,苏州
5131,初级数据分析师,6千-1.2万,苏州-吴中区,不限,本科,"['Python', 'SQL', '回归分析', 'Spark', 'SPSS', 'Hive', '相关分析', '效度分析']",苏州众之源人力资源有限公司射阳分公司,其它 ,20人以下 ,江苏,苏州
5132,数据分析主管,1.2万-1.5万,苏州-吴中区,3-5年,大专,"['数据分析', '需求分析', 'SQL', 'Python']",益客集团,上市公司 ,10000人以上 ,江苏,苏州
5133,数据分析岗,9千-1.5万,苏州-张家港市,不限,本科,['财务数据分析'],江苏永钢集团,民营 ,10000人以上 ,江苏,苏州
5134,数据分析师,9千-1.4万,苏州-吴中区,1-3年,本科,"['电商', 'Excel']",苏州凯帝丽莎电子商务有限公司,外商独资 ,300-499人 ,江苏,苏州
5135,数据分析专员/高级专员,5千-9千,苏州,1-3年,大专,['数据分析'],苏州迅镭激光科技有限公司,民营 ,1000-9999人 ,江苏,苏州
5136,数据分析师,8千-1.5万,苏州-吴中区,1-3年,本科,"['Python', 'SQL', '数据清洗', '数据效验', 'Excel', '非参数检验', '参数检验', '相关分析']",江苏风云科技服务有限公司,国企 ,500-999人 ,江苏,苏州
5137,BI Analyst/Associate,8千-1.5万,苏州,不限,本科,"['SQL', 'Java']",苏州易德龙科技股份有限公司,上市公司 ,1000-9999人 ,江苏,苏州
5138,运营专员（数据分析方向）,6千-8千,苏州-吴中区,1-3年,大专,"['行业数据分析', '销售教据运营', '线上数据运营']",华润苏州礼安医药连锁总店有限公司,国企 ,300-499人 ,江苏,苏州
5139,数据模型工程师（环境大数据科学中心）G00359,7千-1.4万,苏州-虎丘区,不限,本科,"['数据建模', '需求分析', '数据分析', '大数据分析']",清华苏州环境创新研究院,事业单位 ,100-299人 ,江苏,苏州
5140,大数据分析师,1.1万-2万,苏州-虎丘区,3-5年,大专,"['Python', 'Shell', 'Spark', 'Hadoop']",嘉环科技股份有限公司,民营 ,1000-9999人 ,江苏,苏州
5141,审核员-数据分析,6千-8千,苏州-昆山市,1-3年,大专,"['数据分析', '业务分析', '服务优化', '英文熟练使用', 'Excel']",天可电讯软件服务(昆山)有限公司,外商独资 ,100-299人 ,江苏,苏州
5142,数据分析师（苏州）,8千-1万,苏州-工业园区,1-3年,本科,"['数据分析', 'SQL', 'Tableau', 'Python']",日邮物流（中国）有限公司,外商独资 ,1000-9999人 ,江苏,苏州
5143,大数据工程师,1.5万-2.5万,苏州-昆山市,3-5年,本科,"['机器学习', 'Python']",三一集团有限公司,民营 ,10000人以上 ,江苏,苏州
5144,数据专员,4千-6千,苏州-虎丘区,1-3年,本科,"['SQL', 'Power BI']",雷允上药业集团有限公司,合资 ,1000-9999人 ,江苏,苏州
5145,数据专员,5千-7千,苏州-常熟市,1-3年,大专,"['SQL', '批发/零售']",江苏中和动能科技有限公司,民营 ,1000-9999人 ,江苏,苏州
5146,数据分析工程师,9千-1.8万,苏州-虎丘区,1-3年,本科,"['数据分析', 'Python', '机器学习', 'R语言', '图像分析', '工业场景']",厦门聚视智创科技有限公司,民营 ,20-99人 ,江苏,苏州
5147,业务策略专员（数据分析）,4千-8千,苏州-吴中区,1-3年,本科,"['建筑业', '家居']",圣都家居装饰有限公司,民营 ,1000-9999人 ,江苏,苏州
5148,报表工程师,6千-1.2万,苏州,不限,大专,"['数据仓库', 'ETL', 'BI', 'SQL', '报表开发']",苏州共创方程式企业管理有限公司,民营 ,500-999人 ,江苏,苏州
5149,数据分析师,1.5万-2万,苏州-吴中区,3-5年,本科,"['数据分析', 'SQL', 'BI', 'Tableau']",上海吾右科技服务工作室,民营 ,20-99人 ,江苏,苏州
5150,业务数据分析师,8千-1.6万,苏州,1-3年,本科,"['数据分析', 'SQL', 'SPSS', 'R语言', '数据挖掘', 'MySQL', '用户分析']",江苏梦嘉控股集团有限公司,民营 ,500-999人 ,江苏,苏州
5151,电讯数据分析专员,5千-6千,苏州-昆山市,1-3年,大专,"['数据建模', '商业分析', '行业分析', '数据挖掘', '数据采集']",天可电讯软件服务(昆山)有限公司,外商独资 ,100-299人 ,江苏,苏州
5152,遥感数据分析工程师（环境大数据科学中心）G00360,8千-1.5万,苏州-虎丘区,不限,本科,"['图像处理', '深度学习', 'Python', '数据挖掘']",清华苏州环境创新研究院,事业单位 ,100-299人 ,江苏,苏州
5153,数据分析师,8千-1.5万,苏州,1-3年,大专,['SQL'],苏州共创方程式企业管理有限公司,民营 ,500-999人 ,江苏,苏州
5154,数据工程师,1万-1.5万,苏州,1-3年,本科,"['数据仓库', '数据分析', '数据治理', 'BI', 'MySQL', '大数据分析']",张家港市苏闽金属制品有限公司,民营 ,100-299人 ,江苏,苏州
5155,模型分析师,1.5万-3万,苏州-昆山市,1-3年,本科,"['回归分析', '方差分析', '多元统计分析', '因子分析']",智联猎头,上市公司 ,1000-9999人 ,江苏,苏州
5156,运营经理—数据分析方向,8千-1.6万,苏州-虎丘区,3-5年,本科,"['SQL', '数据仓库建模', '数据架构', '数据模型', '大数据', 'Hadoop']",嘉环科技股份有限公司,民营 ,1000-9999人 ,江苏,苏州
5157,数据分析工程师,1万-2万,苏州-昆山市,3-5年,本科,"['SQL', 'Power-BI']",苏州法艾姆物流设备有限公司,民营 ,300-499人 ,江苏,苏州
5158,数据专员,4千-6千,苏州-高新区,不限,中专/中技,['数据分析'],苏州美贝尔美容医院有限公司,民营 ,100-299人 ,江苏,苏州
5159,数据专员/双休/包住,5千-6千,苏州-昆山市,1-3年,大专,"['金融业', '销售数据分析', '数据统计分析', 'excel', 'office', '数据统计']",苏州大骐数据信息科技有限公司,民营 ,500-999人 ,江苏,苏州
5160,经营分析科管理师,5千-7千,苏州-虎丘区,不限,本科,['数据分析'],苏州明基医院,合资 ,1000-9999人 ,江苏,苏州
5161,数据主管,6千-1万,苏州-虎丘区,3-5年,本科,"['Power BI', 'SQL']",雷允上药业集团有限公司,合资 ,1000-9999人 ,江苏,苏州
5162,知识图谱工程师（环境大数据科学中心）G00363,8千-1.5万,苏州-虎丘区,不限,本科,"['需求分析', '机器学习', '深度学习', '数据挖掘']",清华苏州环境创新研究院,事业单位 ,100-299人 ,江苏,苏州
5163,五险一金诚聘数据分析师,6千-1万,苏州-虎丘区,3-5年,本科,"['数据分析师', '大数据', '数据模型']",东庆童话(中国)有限公司,港澳台公司 ,300-499人 ,江苏,苏州
5164,模型分析师,1.5万-3万,苏州-昆山市,3-5年,本科,"['数据挖掘', 'SQL', 'Python']",上海骅众信息技术有限公司,民营 ,100-299人 ,江苏,苏州
5165,市场调研分析,6千-9千,苏州,不限,本科,"['行业研究', '竞品分析', '市场研究', '市场信息收集', '用户分析']",苏州嘉诺环境科技股份有限公司,民营 ,100-299人 ,江苏,苏州
5166,BI商业数据分析课程/培训招生（苏州）,6千-9千,苏州-姑苏区,不限,大专,"['DSP开发', 'PCB设计', '线束设计', '单片机开发', '射频开发', '车辆电池工程', '数字模型', '信息娱乐系统开发']",51Testing,民营 ,100-299人 ,江苏,苏州
5167,地产策略规划师（苏州地区）,1万-1.1万,苏州-虎丘区,1-3年,本科,"['行业分析', '商业分析', '数据采集', '数据挖掘', '数据建模', '需求分析']",南京金拱门食品有限公司,合资 ,1000-9999人 ,江苏,苏州
5168,数据分析师,1万-1.5万,苏州,3-5年,本科,['SQL'],张家港市南丰镇永联村股份经济合作社,社会团体 ,1000-9999人 ,江苏,苏州
5169,数据分析（计算机视觉）,9千-1.8万,苏州-虎丘区,1-3年,本科,"['数据分析', 'Python', '机器学习', 'R语言', '图像', '工业', '缺陷检测']",厦门聚视智创科技有限公司,民营 ,20-99人 ,江苏,苏州
5170,数据主管（房地产行业）,1万-2万,苏州-常熟市,1-3年,学历不限,"['房地产', '公寓', '房产数据']",南国红豆,民营 ,500-999人 ,江苏,苏州
5171,数据分析岗,1.7万-3万,苏州-昆山市,3-5年,本科,"['数据分析', '聚类', '数据架构', '数据仓库', '回归分析']",智联猎头,上市公司 ,1000-9999人 ,江苏,苏州
5172,特征分析工程师（数据分析）,9千-1.6万,苏州-虎丘区,3-5年,本科,"['Python', 'SQL']",苏州迈科网络安全技术股份有限公司,民营 ,20-99人 ,江苏,苏州
5173,数字统计分析管理师,6千-8千,苏州-昆山市,不限,本科,['市场数据分析'],仁宝电子科技（昆山）有限公司,港澳台公司 ,10000人以上 ,江苏,苏州
5174,数据专员,4千-6千,苏州-昆山市,1-3年,大专,['报表'],苏州贝瑞斯曼信息科技有限公司,民营 ,1000-9999人 ,江苏,苏州
5175,数据分析师,1.5万-2.5万,苏州,1-3年,本科,"['数据分析', '数据建模', 'Python', 'Spark', '数据清洗', 'R语言', 'SQL', 'Hive']",苏州瑞小云信息科技有限公司,民营 ,20-99人 ,江苏,苏州
5176,数据服务专员,2万-2.5万,苏州,1-3年,本科,['数据'],外企德科,合资 ,1000-9999人 ,江苏,苏州
5177,数据分析师,9千-1.3万,苏州-吴中区,1-3年,本科,"['决策树', '多元统计分析', 'ROC分析']",苏州碳卡智能科技有限公司,民营 ,20人以下 ,江苏,苏州
5178,数据分析经理,1.5万-2.5万,苏州-吴中区,5-10年,本科,"['数据分析', '爬虫', 'Python', '数据清洗', '商业数据分析', '市场数据分析', '经营数据分析', '电商数据分析']",益客集团,上市公司 ,10000人以上 ,江苏,苏州
5179,数据开发工程师,1万-1.3万,苏州-常熟市,3-5年,本科,"['Python', 'SQL', 'DataX', 'Flink', 'Kafka', 'CLICKHOUSE', '数据仓库', 'FineReport (帆软)']",波司登股份有限公司,上市公司 ,10000人以上 ,江苏,苏州
5180,大数据开发工程师（苏州）(J10475),8千-1.5万,苏州-虎丘区,1-3年,本科,"['大数据开发', 'Scala', 'Hive', 'Flink', 'Hadoop', 'Java', 'Spark', 'Kafka']",先进数通,股份制企业 ,1000-9999人 ,江苏,苏州
5181,数据分析师 周末双休 年薪30W起,2万-3.5万,苏州-昆山市,3-5年,本科,"['回归分析', 'MySQL', '数据管理', '数据仓库开发/建设', '数据准备/清洗', '聚类分析']",湖北挚才人力资源有限公司,民营 ,100-299人 ,江苏,苏州
5182,电销数据分析主管,1万-1.2万,苏州-虎丘区,5-10年,本科,"['IT/互联网', '金融业', '运营', '数据汇总', '数据监控']",维信金科,外商独资 ,1000-9999人 ,江苏,苏州
5183,数据分析师课程/培训招生（苏州）,6千-8千,苏州-姑苏区,不限,大专,"['电气自动化设计', '自动化系统']",51Testing,民营 ,100-299人 ,江苏,苏州
5184,项目经理,9千-1.5万,苏州-虎丘区,不限,本科,"['医学', '生物医疗']",湖州猎源医学检验所有限公司,民营 ,20-99人 ,江苏,苏州
5185,营销管理专员（业务推进）,6千-8千,苏州-吴江区,不限,本科,['数据分析'],亨通集团,民营 ,10000人以上 ,江苏,苏州
5186,业务（高级）助理,7千-9千,苏州-工业园区,1-3年,本科,"['IT/互联网', '咨询服务', '批发/零售']",安利（中国）日用品有限公司,外商独资 ,1000-9999人 ,江苏,苏州
5187,销控,6千-8千,苏州,3-5年,本科,['房地产'],华贸中心,合资 ,500-999人 ,江苏,苏州
5188,数据挖掘分析师,1.5万-3万,苏州-昆山市,3-5年,本科,"['数据分析', 'SQL', 'Python']",上海骅众信息技术有限公司,民营 ,100-299人 ,江苏,苏州
5189,商业数据运营分析专家(J11493),2.5万-5万,苏州-虎丘区,5-10年,本科,"['商业数据分析', '策略运营', '数据采集', '数据监控', '经营数据分析', '销售数据运营', 'BI平台建设', '财务数据分析']",智慧芽信息科技(苏州)有限公司北京分公司,外商独资 ,500-999人 ,江苏,苏州
5190,数据标注,2千-4千,苏州-虎丘区,不限,大专,"['数据清洗', '数据监控', '数据架构', '数据分析', '数据采集', '数据挖掘', '数据建模', '数据治理']",北京医智影科技有限公司,民营 ,20-99人 ,江苏,苏州
5191,生物统计师-苏州,6千-1.2万,苏州-工业园区,不限,本科,"['医学', '生物统计学']",苏州科睿医疗科技有限公司,其它 ,20-99人 ,江苏,苏州
5192,市场研究员,8千-1万,苏州-虎丘区,1-3年,本科,"['office', 'powerpoint/ppt', '数据统计分析']",厦门莲桥企业管理咨询有限公司,民营 ,20-99人 ,江苏,苏州
5193,检测设备数据分析,1万-1.8万,苏州-虎丘区,3-5年,本科,['SQL'],佳迈商务咨询(上海)有限公司,外商独资 ,20-99人 ,江苏,苏州
5194,数据分析师,1.7万-2万,苏州-昆山市,3-5年,本科,"['模型设计', '数据分析', '数据挖掘', '智能制造', 'AI算法', '数字化工厂', '开发语言']",苏州谷英人力资源服务有限公司,民营 ,20-99人 ,江苏,苏州
5195,五险一金诚聘商业分析师/经营分析师,8千-1.5万,苏州-虎丘区,3-5年,本科,"['商业分析师', '数据分析师', '经营分析师', '分析师', '分析报告', '营销分析师', '需求分析师']",东庆童话(中国)有限公司,港澳台公司 ,300-499人 ,江苏,苏州
5196,数据分析师课程/培训招生(SZ),5千-8千,苏州-姑苏区,不限,大专,['数据分析师'],51Testing,民营 ,100-299人 ,江苏,苏州
5197,数据分析师,1.5万-3万,苏州-昆山市,3-5年,本科,['数据分析'],智联猎头,上市公司 ,1000-9999人 ,江苏,苏州
5198,专利代理人助理-算法类,7千-1.4万,苏州-虎丘区,不限,本科,"['深度学习', '数据分析', '机器学习', '数学', '统计', '专利', '知识产权', '互联网']",苏州七星天专利运营管理有限责任公司,合资 ,20-99人 ,江苏,苏州
5199,生物信息数据分析师,6千-1万,苏州-工业园区,不限,本科,['生物信息工程师'],苏州凌点生物技术有限公司,民营 ,20人以下 ,江苏,苏州
5200,数据分析工程师,8千-1.6万,苏州-昆山市,1-3年,大专,"['产品工艺', 'DFM', 'SMT', '数据分析']",立臻科技(昆山)有限公司,上市公司 ,10000人以上 ,江苏,苏州
5201,销售助理/商务专员/经理助理,6千-1万,苏州,1-3年,大专,['销售业务数据'],苏州贝锐仪器科技有限公司,民营 ,20-99人 ,江苏,苏州
5202,数据治理工程师,2万-4万,苏州-昆山市,5-10年,本科,"['数据治理', '数据架构', '数据建模', '数据中台']",智联猎头,上市公司 ,1000-9999人 ,江苏,苏州
5203,数据专员,9千-1.3万,苏州-常熟市,3-5年,本科,['R'],外企德科,合资 ,1000-9999人 ,江苏,苏州
5204,SH资深CRM分析师,2万-2.5万,苏州-吴江区,5-10年,本科,"['决策树', '方差分析', '非参数检验', '多元统计分析', '相关分析', '聚类分析', 'ROC分析', '描述统计']",佳禾食品工业股份有限公司,合资 ,500-999人 ,江苏,苏州
5205,大数据工程师,5千-8千,苏州-相城区,1-3年,本科,"['数据处理', '架构设计', 'Hadoop', 'Hbase']",前景智能交通科技(苏州)有限公司,其它 ,20人以下 ,江苏,苏州
5206,数据解读工程师,8千-1.4万,苏州-吴中区,1-3年,硕士,"['英语', '数据库开发', '数据挖掘']",新格元(南京)生物科技有限公司,合资 ,300-499人 ,江苏,苏州
5207,商品主管,7千-1万,苏州-常熟市,1-3年,大专,"['统计学', '销售业务数据', '数据分析']",波司登羽绒服装,民营 ,10000人以上 ,江苏,苏州
5208,销售数据分析,4千-6千,苏州-常熟市,1-3年,大专,['批发/零售'],江苏中和动能科技有限公司,民营 ,1000-9999人 ,江苏,苏州
5209,资深CRM分析师,2万-2.5万,苏州-吴江区,5-10年,本科,"['决策树', '多元统计分析', '相关分析', '非参数检验', '方差分析', '聚类分析', '信度分析', 'ROC分析']",佳禾食品工业股份有限公司,合资 ,500-999人 ,江苏,苏州
5210,软件开发工程师（MES）,1万-1.6万,苏州-昆山市,3-5年,本科,['帆软  FINEREPORT'],中山台光电子材料有限公司,外商独资 ,500-999人 ,江苏,苏州
